"ip","city","region","country","isp","page","referrer","timestamp","userAgent","user_agent","created_at"
"2600:100d:b038:5afa:550f:5035:4fd7:65bb","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T19:01:30.339Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T19:01:30.438Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T18:00:35.575Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T18:00:36.097Z"
"204.101.161.15","Burnaby","British Columbia","Canada","BACOM","/","https://safesapcrtx.org/","2026-01-04T17:27:11.499Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","2026-01-04T17:27:11.751Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T17:04:02.798Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T17:04:03.470Z"
"66.249.75.199","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/","2026-01-04T16:47:40.022Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Google-InspectionTool/1.0)","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Google-InspectionTool/1.0)","2026-01-04T16:47:43.780Z"
"66.249.75.199","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/","2026-01-04T16:47:40.083Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Safari/537.36 (compatible; Google-InspectionTool/1.0)","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Safari/537.36 (compatible; Google-InspectionTool/1.0)","2026-01-04T16:47:42.505Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T16:37:09.325Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T16:37:09.906Z"
"2600:100d:b038:5afa:550f:5035:4fd7:65bb","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T16:21:06.674Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T16:21:06.772Z"
"2600:100d:a0ed:424c:d89e:ee46:f8:b19","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T15:56:52.047Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T15:56:52.112Z"
"14.194.11.238","Mumbai","Maharashtra","India","Tata Teleservices ISP AS","/","https://safesapcrtx.org/","2026-01-04T15:34:09.791Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.186 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.186 Safari/537.36","2026-01-04T15:34:09.998Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695a82ca0763dc5e4a53d7f7--safesapcr.netlify.app/","2026-01-04T15:10:27.496Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-04T15:10:27.932Z"
"2a03:2880:11ff:3::","Fort Worth","Texas","United States","FACEBOOK","/","https://safesapcrtx.org/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeIlvyARrKivSAo7Xn-AfU2iEFbLP6gdhjXYEbELEaMIRSqdJV9yrp7eJZKg4_aem_JQ30MPLjmC8tqvtKfC9x1Q","2026-01-04T15:02:55.094Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-04T15:02:55.255Z"
"2a03:2880:21ff:47::","Forest City","North Carolina","United States","FACEBOOK","/","https://safesapcrtx.org/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeA1fR79OxbhlvStiuXbrXWMWNmhEW4cAaOpv7emj_s3sUEtgH-h4UsCpbEnM_aem_Dv0HkOog6bVmxydQ9kMAjw","2026-01-04T15:02:54.050Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-04T15:02:54.235Z"
"2a03:2880:ff:56::","Prineville","Oregon","United States","FACEBOOK","/","https://safesapcrtx.org/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEewqTzPP3okg50FCv_JreZ6vBAspgJJSizeSUybuT1zayazUS-PAZXVZSpBKM_aem_FlJws3AtISIdyzlPFKrk1w","2026-01-04T15:02:54.032Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-04T15:02:54.235Z"
"2a03:2880:11ff:43::","Fort Worth","Texas","United States","FACEBOOK","/","https://safesapcrtx.org/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEeleQteoMi76vuB15ABBQcqEpSPBIzBPL0I7jaXHO_F_MHnSfovDVOM00grMc_aem_8aWQMjyD2kPugdJy7dn-hA","2026-01-04T15:02:54.058Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-04T15:02:54.182Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T14:27:34.975Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T14:27:35.080Z"
"2600:1702:50e1:2820:e424:ac2a:fb19:ae21","Spring","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-04T14:19:54.886Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-04T14:19:55.409Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/?gtm_debug=1767535879362","2026-01-04T14:11:20.224Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T14:11:20.611Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/?gtm_debug=1767535870132","2026-01-04T14:11:10.579Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T14:11:10.981Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T14:10:53.240Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T14:10:53.715Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T13:47:51.443Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T13:47:51.829Z"
"2600:100d:a0ed:424c:1124:1c52:24d:51c9","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T12:48:21.752Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-04T12:48:21.867Z"
"104.252.110.176","Santa Clara","California","United States","M247 Europe SRL","/","https://safesapcrtx.org/","2026-01-04T12:33:43.400Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1","2026-01-04T12:33:43.460Z"
"74.125.210.2","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:32:33.930Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:32:34.640Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695a5d53ba8ac7f362bda65a--safesapcr.netlify.app/","2026-01-04T12:30:35.255Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-04T12:30:35.585Z"
"74.125.210.1","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:30:09.465Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:30:09.852Z"
"74.125.210.3","unknown","unknown","unknown","unknown","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:29:45.191Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:29:45.601Z"
"74.125.210.3","unknown","unknown","unknown","unknown","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:29:25.605Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:29:26.041Z"
"74.125.210.2","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:26:20.527Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:26:21.231Z"
"74.125.210.4","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:24:48.419Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:24:48.911Z"
"74.125.210.1","Mountain View","California","United States","GOOGLE","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:24:09.892Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:24:10.393Z"
"74.125.210.2","unknown","unknown","unknown","unknown","/","https://safesapcrtx.org/?gtm_latency=1","2026-01-04T12:23:50.219Z","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36","2026-01-04T12:23:50.848Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T12:23:29.404Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T12:23:29.733Z"
"119.13.201.49","Chicago","Illinois","United States","AS-VULTR","/","https://safesapcrtx.org/","2026-01-04T12:19:04.503Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1","2026-01-04T12:19:04.551Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T12:16:32.425Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T12:16:32.757Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695a4acbaead7fbc8c929bec--safesapcr.netlify.app/","2026-01-04T11:11:30.791Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-04T11:11:31.071Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-04T10:59:57.578Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-04T10:59:57.868Z"
