"ip","city","region","country","isp","page","referrer","timestamp","userAgent","user_agent","created_at"
"135.232.20.49","Boydton","Virginia","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-02T21:39:31.268Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T21:39:31.482Z"
"50.79.137.126","Houston","Texas","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-02T21:39:20.341Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T21:39:21.567Z"
"109.144.176.217","Walthamstow","England","United Kingdom","British Telecommunications PLC","/","https://safesapcrtx.org/","2026-01-02T20:39:33.457Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.3","2026-01-02T20:39:33.582Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T20:37:06.787Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T20:37:06.908Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-02T20:10:08.218Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T20:10:08.366Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T20:09:58.064Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T20:09:58.213Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T19:24:27.150Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T19:24:27.384Z"
"50.188.123.113","Houston","Texas","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-02T19:21:30.798Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T19:21:30.892Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695814905870437a0ec049b9--safesapcr.netlify.app/","2026-01-02T18:55:28.069Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T18:55:28.293Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-02T18:48:41.717Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T18:48:41.917Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69581296c793d87470a09be9--safesapcr.netlify.app/","2026-01-02T18:47:04.563Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T18:47:04.765Z"
"2607:fb90:cd63:5e1:1191:1d12:874e:9b6","San Juan","San Juan","Puerto Rico","T-MOBILE-AS21928","/","https://safesapcrtx.org/","2026-01-02T18:43:01.328Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-02T18:43:01.526Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-02T18:39:07.857Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T18:39:08.050Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T18:39:05.731Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T18:39:05.955Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69580f8f58704369f2c04a0e--safesapcr.netlify.app/","2026-01-02T18:34:16.646Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T18:34:16.894Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T18:28:39.294Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T18:28:39.467Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T18:28:19.727Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T18:28:19.945Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T18:07:58.554Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T18:07:58.665Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695807057eb47f11ab974564--safesapcr.netlify.app/","2026-01-02T17:57:44.439Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T17:57:44.618Z"
"9.169.124.5","Washington","Virginia","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-02T17:53:58.892Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36","2026-01-02T17:53:59.005Z"
"2607:fb90:cd63:5e1:1191:1d12:874e:9b6","San Juan","San Juan","Puerto Rico","T-MOBILE-AS21928","/","https://safesapcrtx.org/","2026-01-02T17:53:30.420Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-02T17:53:30.620Z"
"63.117.14.70","Queens","New York","United States","UUNET","/","https://safesapcrtx.org/","2026-01-02T17:53:20.948Z","Mozilla/5.0 (Linux; Android 6.0; Nexus 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 6.0; Nexus 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36","2026-01-02T17:53:21.082Z"
"2607:fb90:cd63:5e1:1191:1d12:874e:9b6","San Juan","San Juan","Puerto Rico","T-MOBILE-AS21928","/","https://safesapcrtx.org/","2026-01-02T17:53:15.876Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-02T17:53:16.081Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695803e421629243bd0c945e--safesapcr.netlify.app/","2026-01-02T17:44:23.977Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T17:44:24.151Z"
"208.180.116.130","Lufkin","Texas","United States","SUDDENLINK-COMMUNICATIONS","/","https://safesapcrtx.org/","2026-01-02T17:19:52.791Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","2026-01-02T17:19:52.880Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T17:07:37.342Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T17:07:37.798Z"
"12.15.99.194","Burlingame","California","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-02T17:07:03.277Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-02T17:07:03.404Z"
"12.15.99.194","Burlingame","California","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-02T17:02:09.372Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T17:02:09.445Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T17:01:53.909Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T17:01:54.072Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T16:58:06.813Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T16:58:07.008Z"
"2600:100d:b076:b647:f412:330d:8cfc:32ac","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T16:15:03.621Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T16:15:03.966Z"
"34.231.217.244","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-02T16:07:35.483Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T16:07:35.529Z"
"63.117.215.11","Queens","New York","United States","UUNET","/","https://safesapcrtx.org/","2026-01-02T16:07:30.982Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T16:07:31.112Z"
"137.83.206.188","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-02T16:07:26.391Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T16:07:26.638Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T15:56:05.800Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T15:56:05.876Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6957df0390683ddd04c8a200--safesapcr.netlify.app/","2026-01-02T15:07:08.001Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T15:07:08.172Z"
"35.93.135.212","Boardman","Oregon","United States","AMAZON-02","/","https://safesapcrtx.org/","2026-01-02T14:14:48.903Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0","2026-01-02T14:14:49.015Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T12:48:54.333Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T12:48:54.375Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T12:48:54.212Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T12:48:54.243Z"
"35.87.79.162","Boardman","Oregon","United States","AMAZON-02","/","https://safesapcrtx.org/","2026-01-02T12:36:48.974Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","2026-01-02T12:36:49.046Z"
"44.244.104.160","Boardman","Oregon","United States","AMAZON-02","/","https://safesapcrtx.org/","2026-01-02T12:34:32.888Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","2026-01-02T12:34:33.087Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T12:02:08.205Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T12:02:08.323Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T11:58:53.604Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T11:58:53.678Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6957b204e61b2d55d7cde510--safesapcr.netlify.app/","2026-01-02T11:55:02.661Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-02T11:55:02.779Z"
"2600:6c56:64f0:93e0:694f:9ed4:28dd:8598","Fort Worth","Texas","United States","CHARTER-20115","/","https://safesapcrtx.org/","2026-01-02T11:49:05.860Z","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36","2026-01-02T11:49:06.257Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T11:40:40.681Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T11:40:40.800Z"
"61.221.51.11","Xizhi District","New Taipei City","Taiwan","Data Communication Business Group","/","https://safesapcrtx.org/","2026-01-02T11:22:31.329Z","Mozilla/5.0 ... Chrome/113","Mozilla/5.0 ... Chrome/113","2026-01-02T11:22:31.416Z"
"61.221.51.11","Xizhi District","New Taipei City","Taiwan","Data Communication Business Group","/","https://safesapcrtx.org/","2026-01-02T10:42:27.293Z","Mozilla/5.0 ... Chrome/113","Mozilla/5.0 ... Chrome/113","2026-01-02T10:42:27.202Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-02T08:14:38.983Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T08:14:38.975Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T08:12:26.768Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T08:12:26.777Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T08:09:12.408Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-02T08:09:12.399Z"
"100.30.237.69","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-02T08:05:10.077Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","2026-01-02T08:05:10.188Z"
"73.109.144.35","Redmond","Washington","United States","COMCAST-7922","/other-states","https://safesapcrtx.org/other-states","2026-01-02T07:08:09.580Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","2026-01-02T07:08:10.819Z"
"73.109.144.35","Redmond","Washington","United States","COMCAST-7922","/","https://safesapcrtx.org/","2026-01-02T07:02:55.551Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0","2026-01-02T07:02:56.789Z"
"2600:100d:b03a:f84d:71be:c3ad:57b4:8e54","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T06:31:11.358Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-02T06:31:11.740Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-02T06:27:01.821Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T06:27:03.273Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-02T06:26:55.787Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0","2026-01-02T06:26:57.261Z"
